"ITEMCODE","LOCATIONKEY","QUANTITYONHAND","QUANTITYBACKORDERED","QUANTITYRESERVED","QUANTITYINTRANSIT","BINLOCATION"
"NTE5513","01","0","0","0","0",""
"NTE5513","02","0","0","0","0",""
"NTE5513","03","0","0","0","0",""
"NTE5517","00","0","0","0","0","RP"
"NTE5517","01","0","0","0","0",""
"NTE5517","02","0","0","0","0",""
"NTE5517","03","0","0","0","0",""
"NTE5552","00","0","0","0","0","RP"
"NTE5552","01","0","0","0","0","RI"
"NTE5552","02","0","0","0","0",""
"NTE5552","03","0","0","0","0",""
"NTE56004","00","0","0","0","0","RP"
"NTE56004","01","0","0","0","0","RI"
"NTE56004","02","0","0","0","0",""
"NTE56004","03","0","0","0","0",""
"NTE56014","00","0","0","0","0","RP"
"NTE56014","01","0","0","0","0",""
"NTE56014","02","0","0","0","0",""
"NTE56014","03","0","0","0","0",""
"NTE56016","00","0","0","0","0","RP"
"NTE56016","01","0","0","0","0",""
"NTE56016","02","0","0","0","0",""
"NTE56016","03","0","0","0","0",""
"NTE5605","00","0","0","0","0","RP"
"NTE5605","01","0","0","0","0",""
"NTE5605","02","0","0","0","0","R"
"NTE5605","03","0","0","0","0",""
"NTE5608","00","0","0","0","0","RP"
"NTE5608","01","0","0","0","0","RI"
"NTE5608","02","0","0","0","0",""
"NTE5608","03","0","0","0","0",""
"NTE5645","00","0","0","0","0","RP"
"NTE5645","01","0","0","0","0","RI"
"NTE5645","02","3","0","0","0","RI"
"NTE5645","03","0","0","0","0",""
"NTE5646","00","0","0","0","0","RP"
"NTE5646","01","0","0","0","0",""
"NTE5646","02","0","0","0","0",""
"NTE5646","03","0","0","0","0",""
"NTE5882","00","0","0","0","0","RP"
"NTE5882","01","0","0","0","0",""
"NTE5882","02","0","0","0","0",""
"NTE5882","03","0","0","0","0",""
"NTE5920","00","0","0","0","0","RP"
"NTE5920","01","0","0","0","0",""
"NTE5920","02","0","0","0","0",""
"NTE5920","03","0","0","0","0",""
"NTE5940","00","0","0","0","0","RP"
"NTE5940","01","0","0","0","0",""
"NTE5940","02","0","0","0","0",""
"NTE5940","03","0","0","0","0",""
"NTE5980","00","0","0","0","0","RP"
"NTE5980","01","0","0","0","0","RI"
"NTE5980","02","5","0","0","0","RI"
"NTE5980","03","0","0","0","0",""
"NTE5990","00","0","0","0","0","RP"
"NTE5990","01","0","0","0","0",""
"NTE5990","02","0","0","0","0","R"
"NTE5990","03","0","0","0","0",""
"NTE6060","00","0","0","0","0","RP"
"NTE6060","01","0","0","0","0",""
"NTE6060","02","0","0","0","0",""
"NTE6060","03","0","0","0","0",""
"NTE6402","00","0","0","0","0","RP"
"NTE6402","01","0","0","0","0","RI"
"NTE6402","02","0","0","0","0",""
"NTE6402","03","0","0","0","0",""
"NTE6408","00","0","0","0","0","RP"
"NTE6408","01","0","0","0","0","RI"
"NTE6408","02","0","0","0","0",""
"NTE6408","03","0","0","0","0",""
"NTE8000","02","0","0","0","0","RX"
"NTE8000","03","0","0","0","0",""
"NTE8010","02","0","0","0","0",""
"NTE8010","03","0","0","0","0",""
"NTE8020","02","4","0","0","0","RP"
"NTE8020","03","0","0","0","0",""
"NTE8035","02","4","0","0","0","RX"
"NTE8035","03","0","0","0","0",""
"NTE8070","00","0","0","0","0","RP"
"NTE8070","01","0","0","0","0","RP"
"NTE8070","02","8","0","0","0","RP"
"NTE8070","03","0","0","0","0",""
"NTE8076","00","0","0","0","0","RP"
"NTE8076","01","0","0","0","0","RP"
"NTE8076","02","0","0","0","0",""
"NTE8076","03","0","0","0","0",""
"NTE8081","00","0","0","0","0","RP"
"NTE8081","01","0","0","0","0","RP"
"NTE8081","02","10","0","0","0","RP"
"NTE8081","03","0","0","0","0",""
"NTE8085","00","0","0","0","0","RP"
"NTE8085","01","0","0","0","0","RP"
"NTE8085","02","0","0","0","0","RI"
"NTE8085","03","0","0","0","0",""
"NTE8096","00","0","0","0","0","RP"
"NTE8096","01","0","0","0","0","RP"
"NTE8096","02","5","0","0","0","RP"
"NTE8096","03","0","0","0","0",""
"NTE8098","00","0","0","0","0","RP"
"NTE8098","01","0","0","0","0","RP"
"NTE8098","02","6","0","0","0","RP"
"NTE8098","03","0","0","0","0",""
"NTE8103","00","0","0","0","0","RP"
"NTE8103","01","0","0","0","0","RP"
"NTE8103","02","0","0","0","0",""
"NTE8103","03","0","0","0","0",""
"NTE8108","00","0","0","0","0","RP"
"NTE8108","01","0","0","0","0","RP"
"NTE8108","02","4","0","0","0","RP"
"NTE8108","03","0","0","0","0",""
"NTE8115","00","0","0","0","0","RP"
"NTE8115","01","0","0","0","0","RP"
"NTE8115","02","5","0","0","0","RP"
"NTE8115","03","0","0","0","0",""
"NTE8118","00","0","0","0","0","RP"
"NTE8118","01","0","0","0","0","RP"
"NTE8118","02","14","0","0","0","RP"
"NTE8118","03","0","0","0","0",""
"NTE8125","00","0","0","0","0","RP"
"NTE8125","01","0","0","0","0","RP"
"NTE8125","02","4","0","0","0","RI"
"NTE8125","03","0","0","0","0",""
"NTE8139","00","0","0","0","0","RP"
"NTE8139","01","0","0","0","0","RP"
"NTE8139","02","7","0","0","0","RP"
"NTE8139","03","0","0","0","0",""
"NTE8149","00","0","0","0","0","RP"
"NTE8149","01","0","0","0","0","RP"
"NTE8149","02","10","0","0","0","RP"
"NTE8149","03","0","0","0","0",""
"NTE8167","00","0","0","0","0","RP"
"NTE8167","01","0","0","0","0","RP"
"NTE8167","02","4","0","0","0","RP"
"NTE8167","03","0","0","0","0",""
"NTE8181","00","0","0","0","0","RP"
"NTE8181","01","0","0","0","0","RP"
"NTE8181","02","7","0","0","0","RP"
"NTE8181","03","0","0","0","0",""
"NTE8213","00","0","0","0","0","RP"
"NTE8213","01","0","0","0","0","RP"
"NTE8213","02","6","0","0","0","RP"
"NTE8213","03","0","0","0","0",""
"NTE8226","00","0","0","0","0","RP"
"NTE8226","01","0","0","0","0","RP"
"NTE8226","02","10","0","0","0","RP"
"NTE8226","03","0","0","0","0",""
"NTE8242","00","0","0","0","0","RP"
"NTE8242","01","0","0","0","0","RP"
"NTE8242","02","14","0","0","0","RP"
"NTE8242","03","0","0","0","0",""
"NTE-CROSS","00","0","0","0","0","RP"
"NTE-CROSS","01","0","0","0","0","RP"
"NTE-CROSS","02","1","0","0","0",""
"NTE-CROSS","03","0","0","0","0",""
"RASU190107UBK1","02","0","0","0","0","R"
"RB-2PA1945NF","02","1","0","0","0","R"
"NTE-DTO320","02","5","0","0","0","RP"
"NTE-DTO320","03","0","0","0","0",""
"SHOPIFY-FEES","02","49","0","0","0",""
"NX1500B4Z","01","0","0","0","0","RI"
"NX1500B4Z","02","0","0","0","0",""
"NX1500B4Z","03","0","0","0","0",""
"NX2400B4Z","01","0","0","0","0","RI"
"NX2400B4Z","02","0","0","0","0",""
"NX2400B4Z","03","0","0","0","0",""
"NXFP-15","00","0","0","0","0",""
"NXFP-15","01","0","0","0","0","RP"
"NXFP-15","02","4","0","0","0","RP"
"NXFP-15","03","0","0","0","0",""
"NXFP-3","02","0","0","0","0",""
"NXFP-3","03","0","0","0","0",""
"NXMP-6","02","1","0","0","0","RP"
"NXMP-6","03","0","0","0","0",""
"NXX-10","00","0","0","0","0",""
"NXX-10","01","0","0","0","0","RP"
"NXX-10","02","1","0","0","0","RP"
"NXX-10","03","0","0","0","0",""
"NXX-15","02","6","0","0","0","RP"
"NXX-15","03","0","0","0","0",""
"NXX-25","00","0","0","0","0",""
"NXX-25","01","0","0","0","0","RP"
"NXX-25","02","1","0","0","0","RP"
"NXX-25","03","0","0","0","0",""
"NXX-3","02","3","0","0","0","RP"
"NXX-3","03","0","0","0","0",""
"NXX-50","02","0","0","0","0","RP"
"NXX-50","03","0","0","0","0",""
"NXX-6","00","0","0","0","0",""
"NXX-6","01","0","0","0","0","RP"
"NXX-6","02","4","0","0","0","RP"
"NXX-6","03","0","0","0","0",""
"NXX-75","02","0","0","0","0","RP"
"NXX-75","03","0","0","0","0",""
"OA270IV","00","0","0","0","0","RP"
"OA270IV","01","0","0","0","0",""
"OA270IV","02","0","0","0","0",""
"OA270IV","03","0","0","0","0",""
"OA270WH","00","0","0","0","0","RP"
"OA270WH","01","0","0","0","0",""
"OA270WH","02","0","0","0","0",""
"OA270WH","03","0","0","0","0",""
"TEC73","00","0","0","0","0","RP"
"TEC73","01","0","0","0","0","RP"
"TEC73","02","8","0","0","0","RP"
"TEC73","03","0","0","0","0",""
"OA296WH6","00","0","0","0","0","RP"
"OA296WH6","01","0","0","0","0",""
"OA296WH6","02","0","0","0","0",""
"OA296WH6","03","0","0","0","0",""
"OA299","00","0","0","0","0","RP"
"OA299","01","0","0","0","0","RI"
"OA299","02","0","0","0","0",""
"OA299","03","0","0","0","0",""
"OA300-0","00","0","0","0","0","RP"
"OA300-0","01","0","0","0","0","RP"
"OA300-0","02","0","0","0","0",""
"OA300-0","03","0","0","0","0",""
"OA300-6","00","0","0","0","0","RP"
"OA300-6","01","0","0","0","0","RP"
"OA300-6","02","9","0","0","0","RP"
"OA300-6","03","0","0","0","0",""
"OA3***PPP","00","0","0","0","0","RP"
"OA3***PPP","01","0","0","0","0",""
"OA3***PPP","02","0","0","0","0",""
"OA3***PPP","03","0","0","0","0",""
"OA301SL","02","0","0","0","0",""
"OA301SL","03","0","0","0","0",""
"PH101-25W","00","0","0","0","0","RP"
"PH101-25W","01","0","0","0","0","RP"
"PH101-25W","02","0","0","0","0",""
"PH101-25W","03","0","0","0","0",""
"OA302","00","0","0","0","0","RP"
"OA302","01","0","0","0","0",""
"OA302","02","65","0","0","0","R"
"OA302","03","0","0","0","0",""
"OA303","00","0","0","0","0","RP"
"OA303","01","0","0","0","0",""
"OA303","02","0","0","0","0",""
"OA303","03","0","0","0","0",""
"OA305","00","0","0","0","0","RP"
"OA305","01","0","0","0","0","RP"
"OA305","02","0","0","0","0",""
"OA305","03","0","0","0","0",""
"OA3XX-XX","00","0","0","0","0","RP"
"OA3XX-XX","01","0","0","0","0",""
"OA3XX-XX","02","0","0","0","0",""
"OA3XX-XX","03","0","0","0","0",""
"12-203-1","00","0","0","0","0","RP"
"12-203-1","01","0","0","0","0","RP"
"12-203-1","02","6","0","0","0","RP"
"12-203-1","03","0","0","0","0",""
"PH102-25W","00","0","0","0","0","RP"
"PH102-25W","01","0","0","0","0","RP"
"PH102-25W","02","0","0","0","0",""
"PH102-25W","03","0","0","0","0",""
"70-455-BEIGE","00","0","0","0","0","RP"
"70-455-BEIGE","01","0","0","0","0","RP"
"70-455-BEIGE","02","0","0","0","0",""
"70-455-BEIGE","03","0","0","0","0",""
"OA359-0","00","0","0","0","0","RP"
"OA359-0","01","0","0","0","0","RI"
"OA359-0","02","0","0","0","0",""
"OA359-0","03","0","0","0","0",""
"OA359WH","00","0","0","0","0","RP"
"OA359WH","01","0","0","0","0","RP"
"OA359WH","02","8","0","0","0","RP"
"OA359WH","03","0","0","0","0",""
"OA359WH-10","00","0","0","0","0","RP"
"OA359WH-10","01","0","0","0","0",""
"OA359WH-10","02","0","0","0","0",""
"OA359WH-10","03","0","0","0","0",""
"OA359WH6","00","0","0","0","0","RP"
"OA359WH6","01","0","0","0","0","RP"
"OA359WH6","02","0","0","0","0",""
"OA359WH6","03","0","0","0","0",""
"OA359WH6-10","00","0","0","0","0","RP"
"OA359WH6-10","01","0","0","0","0",""
"OA359WH6-10","02","0","0","0","0",""
"OA359WH6-10","03","0","0","0","0",""
"OA361WH","00","0","0","0","0","RP"
"OA361WH","01","0","0","0","0",""
"OA361WH","02","0","0","0","0",""
"OA361WH","03","0","0","0","0",""
"OA368WH","00","0","0","0","0","RP"
"OA368WH","01","0","0","0","0","RP"
"OA368WH","02","0","0","0","0",""
"OA368WH","03","0","0","0","0",""
"OA369","00","0","0","0","0","RP"
"OA369","01","0","0","0","0","RP"
"OA369","02","0","0","0","0",""
"OA369","03","0","0","0","0",""
"OA422","00","0","0","0","0","RP"
"OA422","01","0","0","0","0",""
"OA422","02","0","0","0","0",""
"OA422","03","0","0","0","0",""
"OC-8D","02","0","0","0","0",""
"OC-8D","03","0","0","0","0",""
"OC34","00","0","0","0","0","RP"
"OC34","01","0","0","0","0","RI"
"OC34","02","1","0","0","0","RP"
"OC34","03","0","0","0","0",""
"OEC402M","00","0","0","0","0","RP"
"OEC402M","01","0","0","0","0","RI"
"OEC402M","02","0","0","0","0",""
"OEC402M","03","0","0","0","0",""
"OEC403M","00","0","0","0","0","RP"
"OEC403M","01","0","0","0","0","RI"
"OEC403M","02","0","0","0","0",""
"OEC403M","03","0","0","0","0",""
"OEC4045M","00","0","0","0","0","RP"
"OEC4045M","01","0","0","0","0","RI"
"OEC4045M","02","0","0","0","0",""
"OEC4045M","03","0","0","0","0",""
"OH140","00","0","0","0","0","RP"
"OH140","01","0","0","0","0",""
"OH140","02","0","0","0","0",""
"OH140","03","0","0","0","0",""
"OH240","00","0","0","0","0","RP"
"OH240","01","0","0","0","0",""
"OH240","02","0","0","0","0",""
"OH240","03","0","0","0","0",""
"OMNI900LCD","02","1","0","0","0","RI"
"OMNI900LCD","03","0","0","0","0",""
"OMNISMART700","01","0","0","0","0","RI"
"OMNISMART700","02","0","0","0","0",""
"OMNISMART700","03","0","0","0","0",""
"OP-100","00","0","0","0","0","C"
"OP-100","01","0","0","0","0",""
"OP-100","02","0","0","0","0",""
"OP-100","03","0","0","0","0",""
"OP-100A","00","0","0","0","0",""
"OP-100A","01","0","0","0","0","CC"
"OP-100A","02","14","0","0","0","CC"
"OP-100A","03","0","0","0","0",""
"OP-150","00","0","0","0","0","C"
"OP-150","01","0","0","0","0",""
"OP-150","02","0","0","0","0",""
"OP-150","03","0","0","0","0",""
"OP-20-1","00","0","0","0","0",""
"OP-20-1","01","0","0","0","0",""
"OP-20-1","02","0","0","0","0",""
"OP-20-1","03","0","0","0","0",""
"OP-250A","01","0","0","0","0","CC"
"OP-250A","02","63","0","0","0","CC"
"OP-250A","03","0","0","0","0",""
"OP-60","00","0","0","0","0","C"
"OP-60","01","0","0","0","0",""
"OP-60","02","0","0","0","0",""
"OP-60","03","0","0","0","0",""
"OP-60-SPRUNG","00","0","0","0","0","C"
"OP-60-SPRUNG","01","0","0","0","0","CI"
"OP-60-SPRUNG","02","24","0","0","0",""
"OP-60-SPRUNG","03","0","0","0","0",""
"OP-60A","00","0","0","0","0","C"
"OP-60A","01","0","0","0","0","CC"
"OP-60A","02","0","0","0","0",""
"OP-60A","03","0","0","0","0",""
"OP-60A-SPRUNG","01","0","0","0","0","CI"
"OP-60A-SPRUNG","02","0","0","0","0",""
"OP-60A-SPRUNG","03","0","0","0","0",""
"OP-60B","02","293","0","0","0","CC"
"OP-60B","03","0","0","0","0",""
"OP-SPRUNG","02","27","0","0","0","CX"
"OP-SPRUNG","03","0","0","0","0",""
"OPT12X","02","0","0","0","0",""
"OPT12X","03","0","0","0","0",""
"OPT15X","02","0","0","0","0",""
"OPT15X","03","0","0","0","0",""
"OPT3X","02","0","0","0","0",""
"OPT3X","03","0","0","0","0",""
"OPT6EX","02","0","0","0","0",""
"OPT6EX","03","0","0","0","0",""
"OPT9EX","02","0","0","0","0",""
"OPT9EX","03","0","0","0","0",""
"OPTEX-FX-360","01","0","0","0","0","RI"
"OPTEX-FX-360","02","0","0","0","0",""
"OPTEX-FX-360","03","0","0","0","0",""
"ORP-04","01","0","0","0","0",""
"ORP-04","02","0","0","0","0",""
"ORP-04","03","0","0","0","0",""
"2450-CS","02","2","0","0","0","R"
"OS-2030","01","0","0","0","0","CC"
"OS-2030","02","0","0","2","0",""
"OS-2030","03","0","0","0","0",""
"402B-400G","05","0","0","0","0",""
"SF-COM-11972","02","5","0","0","0","R"
"FLK-3000FC-GM","05","0","0","0","0",""
"OS-2100","00","0","0","0","0","C"
"OS-2100","01","0","0","0","0","CX"
"OS-2100","02","0","0","0","0",""
"OS-2100","03","0","0","0","0",""
"SSAV-EX1PO-V2","02","2","0","0","0","R"
"US3CDP6","02","1","0","0","0","R"
"PL-359T","02","2","0","0","0","RX"
"OS-310M","01","0","0","0","0",""
"OS-310M","02","0","0","0","0",""
"OS-310M","03","0","0","0","0",""
"OT-1000-08","","0","0","0","0",""
"OT-1000-08","01","0","0","0","0",""
"OT-1000-08","02","0","0","0","0",""
"OT-1000-08","03","0","0","0","0",""
"OT-1000-23","01","0","0","0","0",""
"OT-1000-23","02","0","0","0","0",""
"OT-1000-23","03","0","0","0","0",""
"OT-2000-08","01","0","0","0","0",""
"OT-2000-08","02","0","0","0","0",""
"OT-2000-08","03","0","0","0","0",""
"OT-2000-23","01","0","0","0","0",""
"OT-2000-23","02","0","0","0","0",""
"OT-2000-23","03","0","0","0","0",""
"OT-2500-08","01","0","0","0","0",""
"OT-2500-08","02","0","0","0","0",""
"OT-2500-08","03","0","0","0","0",""
"OT-2500-35","01","0","0","0","0",""
"OT-2500-35","02","0","0","0","0",""
"OT-2500-35","03","0","0","0","0",""
"OT-2601-BLK","01","0","0","0","0",""
"OT-2601-BLK","02","0","0","0","0",""
"OT-2601-BLK","03","0","0","0","0",""
"OT-2601-YLW","01","0","0","0","0","RI"
"OT-2601-YLW","02","0","0","0","0",""
"OT-2601-YLW","03","0","0","0","0",""
"OT-3000-08","01","0","0","0","0",""
"OT-3000-08","02","0","0","0","0",""
"OT-3000-08","03","0","0","0","0",""
"OT-6000-20","01","0","0","0","0",""
"OT-6000-20","02","0","0","0","0",""
"OT-6000-20","03","0","0","0","0",""
"OT-6000-26","01","0","0","0","0",""
"OT-6000-26","02","0","0","0","0",""
"OT-6000-26","03","0","0","0","0",""
"OTW50","00","0","0","0","0","RP"
"OTW50","01","0","0","0","0","RP"
"OTW50","02","0","0","0","0",""
"OTW50","03","0","0","0","0",""
"OV512WH","00","0","0","0","0","RP"
"OV512WH","01","0","0","0","0",""
"OV512WH","02","0","0","0","0",""
"OV512WH","03","0","0","0","0",""
"OV514","00","0","0","0","0","RP"
"OV514","01","0","0","0","0",""
"OV514","02","0","0","0","0",""
"OV514","03","0","0","0","0",""
"OV615","00","0","0","0","0","RP"
"OV615","01","0","0","0","0",""
"OV615","02","0","0","0","0",""
"OV615","03","0","0","0","0",""
"OV633","00","0","0","0","0","RP"
"OV633","01","0","0","0","0","RX"
"OV633","02","0","0","0","0",""
"OV633","03","0","0","0","0",""
"OV633-10","02","10","0","0","0","R"
"OV633-10","03","0","0","0","0",""
"OWI-007","01","0","0","0","0","CC"
"OWI-007","02","0","0","0","0",""
"OWI-007","03","0","0","0","0",""
"OWI-608","01","0","0","0","0","CC"
"OWI-608","02","1","0","0","0","RZ"
"OWI-608","03","0","0","0","0",""
"OWI-6573","01","0","0","0","0",""
"OWI-6573","02","0","0","0","0",""
"OWI-6573","03","0","0","0","0",""
"OWI-6577","01","0","0","0","0",""
"OWI-6577","02","0","0","0","0",""
"OWI-6577","03","0","0","0","0",""
"OWI-688","01","0","0","0","0","CC"
"OWI-688","02","0","0","0","0",""
"OWI-688","03","0","0","0","0",""
"OWI-769K","01","0","0","0","0","CC"
"OWI-769K","02","0","0","0","0",""
"OWI-769K","03","0","0","0","0",""
"OWI-7769","01","0","0","0","0","CX"
"OWI-7769","02","0","0","0","0",""
"OWI-7769","03","0","0","0","0",""
"OWI-9647","01","0","0","0","0","CC"
"OWI-9647","02","0","0","0","0",""
"OWI-9647","03","0","0","0","0",""
"OWI-969","01","0","0","0","0",""
"OWI-969","02","1","0","0","0","RX"
"OWI-969","03","0","0","0","0",""
"OWI-9727","01","0","0","0","0","CC"
"OWI-9727","02","0","0","0","0",""
"OWI-9727","03","0","0","0","0",""
"OWI-9820","01","0","0","0","0","CC"
"OWI-9820","02","0","0","0","0",""
"OWI-9820","03","0","0","0","0",""
"OWI-9850","01","0","0","0","0",""
"OWI-9850","02","0","0","0","0",""
"OWI-9850","03","0","0","0","0",""
"OWI-9870","01","0","0","0","0","CC"
"OWI-9870","02","0","0","0","0",""
"OWI-9870","03","0","0","0","0",""
"OWI-9874","01","0","0","0","0","CC"
"OWI-9874","02","0","0","0","0",""
"OWI-9874","03","0","0","0","0",""
"OWI-9875","01","0","0","0","0","CC"
"OWI-9875","02","0","0","0","0",""
"OWI-9875","03","0","0","0","0",""
"OWI-9910","01","0","0","0","0","CC"
"OWI-9910","02","0","0","0","0",""
"OWI-9910","03","0","0","0","0",""
"P032-007","02","0","0","0","0",""
"P032-007","03","0","0","0","0",""
"P046","00","0","0","0","0",""
"P046","01","0","0","0","0",""
"P046","02","0","0","0","0",""
"P046","03","0","0","0","0",""
"P12SN","00","0","0","0","0","RP"
"P12SN","01","0","0","0","0","RP"
"P12SN","02","0","0","0","0",""
"P12SN","03","0","0","0","0",""
"P2C","01","0","0","0","0","RP"
"P2C","02","0","0","0","0",""
"P2C","03","0","0","0","0",""
"P2KC","01","0","0","0","0","RP"
"P2KC","02","0","0","0","0","RX"
"P2KC","03","0","0","0","0",""
"P302AB-P","00","0","0","0","0","RP"
"P302AB-P","01","0","0","0","0",""
"P302AB-P","02","0","0","0","0",""
"P302AB-P","03","0","0","0","0",""
"P302HCCT","00","0","0","0","0","RP"
"P302HCCT","01","0","0","0","0","RP"
"P302HCCT","02","7","0","0","0","RP"
"P302HCCT","03","0","0","0","0",""
"P303AB-P","00","0","0","0","0","RP"
"P303AB-P","01","0","0","0","0",""
"P303AB-P","02","0","0","0","0",""
"P303AB-P","03","0","0","0","0",""
"P303CCT-P","00","0","0","0","0","RP"
"P303CCT-P","01","0","0","0","0","RP"
"P303CCT-P","02","10","0","0","0","RX"
"P303CCT-P","03","0","0","0","0",""
"P304AB-P","00","0","0","0","0","RP"
"P304AB-P","01","0","0","0","0",""
"P304AB-P","02","0","0","0","0",""
"P304AB-P","03","0","0","0","0",""
"P304HCCT","00","0","0","0","0","RP"
"P304HCCT","01","0","0","0","0","RP"
"P304HCCT","02","0","0","0","0",""
"P304HCCT","03","0","0","0","0",""
"P306AB-P","00","0","0","0","0","RP"
"P306AB-P","01","0","0","0","0",""
"P306AB-P","02","0","0","0","0",""
"P306AB-P","03","0","0","0","0",""
"P306CCT-P","00","0","0","0","0","RP"
"P306CCT-P","01","0","0","0","0","RP"
"P306CCT-P","02","25","0","0","0","RP"
"P306CCT-P","03","0","0","0","0",""
"P308AB-P","00","0","0","0","0","RP"
"P308AB-P","01","0","0","0","0",""
"P308AB-P","02","0","0","0","0",""
"P308AB-P","03","0","0","0","0",""
"P308CCT-P","00","0","0","0","0","RP"
"P308CCT-P","01","0","0","0","0",""
"P308CCT-P","02","0","0","0","0",""
"P308CCT-P","03","0","0","0","0",""
"P30AA-3A-JST","00","0","0","0","0","RP"
"P30AA-3A-JST","01","0","0","0","0",""
"P30AA-3A-JST","02","0","0","0","0",""
"P30AA-3A-JST","03","0","0","0","0",""
"P30AA-3A-ML","00","0","0","0","0","RP"
"P30AA-3A-ML","01","0","0","0","0",""
"P30AA-3A-ML","02","0","0","0","0",""
"P30AA-3A-ML","03","0","0","0","0",""
"P310AB-P","00","0","0","0","0","RP"
"P310AB-P","01","0","0","0","0",""
"P310AB-P","02","0","0","0","0",""
